firstname,middlename,surname,title,region,province,city
Francis ,Y,Malabor,Vice Mayor,VI - Western Visayas,Negros Occidental,Isabela
Isidro,P,Zayco,Mayor,VI - Western Visayas,Negros Occidental,Kabankalan
Delia,O,Anacan,Vice Mayor,VI - Western Visayas,Negros Occidental,Kabankalan
Marie Juliet,D,Ferrer,Mayor,VI - Western Visayas,Negros Occidental,La Carlota
"Luis, III",D,Jalandoni,Vice Mayor,VI - Western Visayas,Negros Occidental,La Carlota
"Alberto, Jr.",A,Nicor,Mayor,VI - Western Visayas,Negros Occidental,La Castellana
"Felix, IV",L,Feria,Vice Mayor,VI - Western Visayas,Negros Occidental,La Castellana
Lourdes Socorro,L,Escalante,Mayor,VI - Western Visayas,Negros Occidental,Manapla
Edgar,B,Pagayonan,Vice Mayor,VI - Western Visayas,Negros Occidental,Manapla
Ella Celestina,G,Yulo,Mayor,VI - Western Visayas,Negros Occidental,Moises Padilla
Edwin,P,Presquito,Vice Mayor,VI - Western Visayas,Negros Occidental,Moises Padilla
Andrew Gerard,L,Montelibano,Mayor,VI - Western Visayas,Negros Occidental,Murcia
Gerardo,M,Rojas,Vice Mayor,VI - Western Visayas,Negros Occidental,Murcia
Jose Maria,A,Alonso,Mayor,VI - Western Visayas,Negros Occidental,Pontevedra
Larry,M,Parroco,Vice Mayor,VI - Western Visayas,Negros Occidental,Pontevedra
Miguel,C,Peña,Mayor,VI - Western Visayas,Negros Occidental,Pulupandan
Antonio,A,Suatengco,Vice Mayor,VI - Western Visayas,Negros Occidental,Pulupandan
"Alfredo, III",D,Marañon,Mayor,VI - Western Visayas,Negros Occidental,Sagay
Kent,M,Javelosa,Vice Mayor,VI - Western Visayas,Negros Occidental,Sagay
Jose Max,S,Ortiz,Mayor,VI - Western Visayas,Negros Occidental,Salvador Benedicto
Misael,L,Delantar,Vice Mayor,VI - Western Visayas,Negros Occidental,Salvador Benedicto
"Gerardo, Jr.",P,Valmayor,Mayor,VI - Western Visayas,Negros Occidental,San Carlos
Edgardo,B,Quisumbing,Vice Mayor,VI - Western Visayas,Negros Occidental,San Carlos
Mario,E,Magno,Mayor,VI - Western Visayas,Negros Occidental,San Enrique
Abner,D,Jardinico,Vice Mayor,VI - Western Visayas,Negros Occidental,San Enrique
Jose,L,Montelibano,Mayor,VI - Western Visayas,Negros Occidental,Silay
Mark Andrew Arthur,J,Golez,Vice Mayor,VI - Western Visayas,Negros Occidental,Silay
"Oscar, Jr.",C,Montilla,Mayor,VI - Western Visayas,Negros Occidental,Sipalay
Maria Gina,M,Lizares,Vice Mayor,VI - Western Visayas,Negros Occidental,Sipalay
Eric Basilio,M,Saratan,Mayor,VI - Western Visayas,Negros Occidental,Talisay
Neil ,E,Lizares,Vice Mayor,VI - Western Visayas,Negros Occidental,Talisay
Richard,M,Jaojoco,Mayor,VI - Western Visayas,Negros Occidental,Toboso
"Evello, Jr.",M,Valencia,Vice Mayor,VI - Western Visayas,Negros Occidental,Toboso
Romel,P,Yogore,Mayor,VI - Western Visayas,Negros Occidental,Valladolid
Enrique  ,R,Miravalles,Vice Mayor,VI - Western Visayas,Negros Occidental,Valladolid
Francis Drederick,P,Palanca,Mayor,VI - Western Visayas,Negros Occidental,Victorias
Jerry,L,Jover,Vice Mayor,VI - Western Visayas,Negros Occidental,Victorias
Edgardo,M,Chatto,Governor,VII - Central Visayas,Bohol,
Concepcion ,O,Lim,Vice Governor,VII - Central Visayas,Bohol,
Efren,D,Tungol,Mayor,VII - Central Visayas,Bohol,Alburquerque
"Cayetano, Jr.",G,Doria,Vice Mayor,VII - Central Visayas,Bohol,Alburquerque
Marnilou,S,Ayuban,Mayor,VII - Central Visayas,Bohol,Alicia
Basilio,H,Balahay,Vice Mayor,VII - Central Visayas,Bohol,Alicia
Metodio,L,Amper,Mayor,VII - Central Visayas,Bohol,Anda
Angelina,B,Simacio,Vice Mayor,VII - Central Visayas,Bohol,Anda
Jose Mario,J,Pahang,Mayor,VII - Central Visayas,Bohol,Antequera
Simon Leo,C,Jadulco,Vice Mayor,VII - Central Visayas,Bohol,Antequera
Alvin,J,Uy,Mayor,VII - Central Visayas,Bohol,Baclayon
Jodel Theodore,C,Cabahug,Vice Mayor,VII - Central Visayas,Bohol,Baclayon
Dominisio,L,Chatto,Mayor,VII - Central Visayas,Bohol,Balilihan
Maria Pureza,V,Chatto,Vice Mayor,VII - Central Visayas,Bohol,Balilihan
Francisco ,C,Pepito,Mayor,VII - Central Visayas,Bohol,Batuan
Antonino,M,Jumawid,Vice Mayor,VII - Central Visayas,Bohol,Batuan
Niño Rey,F,Boniel,Mayor,VII - Central Visayas,Bohol,Bien Unido
Rene,B,Borenaga,Vice Mayor,VII - Central Visayas,Bohol,Bien Unido
Norman,D,Palacio,Mayor,VII - Central Visayas,Bohol,Bilar
Arnold,M,Calamba,Vice Mayor,VII - Central Visayas,Bohol,Bilar
Ronald Lowell,G,Tirol,Mayor,VII - Central Visayas,Bohol,Buenavista
Dave,R,Duallo,Vice Mayor,VII - Central Visayas,Bohol,Buenavista
"Sulpicio, Jr.",N,Yu,Mayor,VII - Central Visayas,Bohol,Calape
Nelson,N,Yu,Vice Mayor,VII - Central Visayas,Bohol,Calape
Christopher  ,B,Tutor,Mayor ,VII - Central Visayas,Bohol,Candijay
Jesse,M,Sales,Vice Mayor ,VII - Central Visayas,Bohol,Candijay
Ricardo Francisco,A,Toribio,Mayor,VII - Central Visayas,Bohol,Carmen
Pedro,E,Budiongan,Vice Mayor,VII - Central Visayas,Bohol,Carmen
Virgilio,L,Lurot,Mayor,VII - Central Visayas,Bohol,Catigbian
Reynald,M,Lacea,Vice Mayor,VII - Central Visayas,Bohol,Catigbian
Allen Ray,Z,Piezas,Mayor,VII - Central Visayas,Bohol,Clarin
Velden,B,Aparicio,Vice Mayor,VII - Central Visayas,Bohol,Clarin
Jose Nicanor,D,Tocmo,Mayor,VII - Central Visayas,Bohol,Corella
Maria Asuncion,B,Daquio ,Vice Mayor,VII - Central Visayas,Bohol,Corella
Roberto,L,Tabanera ,Mayor,VII - Central Visayas,Bohol,Cortes
Lynn Iven,P,Lim,Vice Mayor ,VII - Central Visayas,Bohol,Cortes
Sofronio,C,Apat,Mayor,VII - Central Visayas,Bohol,Dagohoy
Andres,D,Ampoloquio,Vice Mayor ,VII - Central Visayas,Bohol,Dagohoy
Natividad ,R,Gonzaga,Mayor,VII - Central Visayas,Bohol,Danao
Louis Thomas,R,Gonzaga,Vice Mayor,VII - Central Visayas,Bohol,Danao
Marietta,T,Sumaylo,Mayor,VII - Central Visayas,Bohol,Dauis
Luciano,A,Bongalos,Vice Mayor ,VII - Central Visayas,Bohol,Dauis
Danilo,M,Guivencan,Mayor,VII - Central Visayas,Bohol,Dimiao
Jaime,B,Balbon,Vice Mayor,VII - Central Visayas,Bohol,Dimiao
Conrado,C,Amparo,Mayor,VII - Central Visayas,Bohol,Duero
Ronald   ,A,Felisilda,Vice Mayor,VII - Central Visayas,Bohol,Duero
Tita,B,Gallentes,Mayor,VII - Central Visayas,Bohol,Garcia-Hernandez
Lito,O,Dajalos,Vice Mayor,VII - Central Visayas,Bohol,Garcia-Hernandez
Casey Shaun,M,Camacho,Mayor ,VII - Central Visayas,Bohol,Getafe
Eduardo,A,Torremocha,Vice Mayor ,VII - Central Visayas,Bohol,Getafe
Maria Fe,A,Piezas,Mayor,VII - Central Visayas,Bohol,Guindulman
Elpidio,L,Bonita,Vice Mayor,VII - Central Visayas,Bohol,Guindulman
Josephine Socorro,C,Jumamoy,Mayor,VII - Central Visayas,Bohol,Inabanga
Ronie,U,Jumamoy,Vice Mayor,VII - Central Visayas,Bohol,Inabanga
Fortunato,R,Abrenilla,Mayor,VII - Central Visayas,Bohol,Jagna
"Bonifacio, Jr.",J,Virtudes,Vice Mayor,VII - Central Visayas,Bohol,Jagna
Regina ,C,Salazar,Mayor,VII - Central Visayas,Bohol,Lila
Frederick,H,Raut,Vice Mayor,VII - Central Visayas,Bohol,Lila
Rosemarie,L,Imboy,Mayor,VII - Central Visayas,Bohol,Loay
Florencio,B,Tejano,Vice Mayor,VII - Central Visayas,Bohol,Loay
Helen,C,Alaba,Mayor,VII - Central Visayas,Bohol,Loboc
Pablo,D,Sumampong,Vice Mayor,VII - Central Visayas,Bohol,Loboc
Lloyd Peter,M,Lopez,Mayor,VII - Central Visayas,Bohol,Loon
Elvi Peter,L,Relampagos,Vice Mayor,VII - Central Visayas,Bohol,Loon
Esther,F,Tabigue,Mayor,VII - Central Visayas,Bohol,Mabini
Juanito,L,Jayoma,Vice Mayor,VII - Central Visayas,Bohol,Mabini
"Leoncio, Jr.",B,Evasco,Mayor,VII - Central Visayas,Bohol,Maribojoc
"Fructuoso, Jr.",F,Redulla ,Vice Mayor,VII - Central Visayas,Bohol,Maribojoc
Leonila,P,Montero,Mayor,VII - Central Visayas,Bohol,Panglao
Pedro,E,Fuertes,Vice Mayor,VII - Central Visayas,Bohol,Panglao
Necitas,T,Cubrado,Mayor,VII - Central Visayas,Bohol,Pilar
Wilson,L,Pajo,Vice Mayor,VII - Central Visayas,Bohol,Pilar
Tesalonica,A,Boyboy,Mayor,VII - Central Visayas,Bohol,Pres. Carlos P Garcia
Nestor,M,Abad,Vice Mayor,VII - Central Visayas,Bohol,Pres. Carlos P Garcia
Ricardo   ,L,Suarez,Mayor,VII - Central Visayas,Bohol,Sangbayan
Charito,P,Lao,Vice Mayor,VII - Central Visayas,Bohol,Sangbayan
Jacinto,B,Naraga,Mayor,VII - Central Visayas,Bohol,San Isidro
Eudoxio,B,Asoy,Vice Mayor,VII - Central Visayas,Bohol,San Isidro
Claudio,C,Bonior,Mayor,VII - Central Visayas,Bohol,San Miguel
Jonathan,T,Reyes,Vice Mayor,VII - Central Visayas,Bohol,San Miguel
Juliet,B,Dano,Mayor,VII - Central Visayas,Bohol,Sevilla
Maria Emily,D,Daga-ang,Vice Mayor,VII - Central Visayas,Bohol,Sevilla
"Simplicio, Jr.",C,Maestrado,Mayor,VII - Central Visayas,Bohol,Bullones
Alfredo,U,Gamalo,Vice Mayor,VII - Central Visayas,Bohol,Bullones
"Jose, Jr.",M,Ellorimo,Mayor,VII - Central Visayas,Bohol,Sikatuna
Julian,O,Manigo,Vice Mayor,VII - Central Visayas,Bohol,Sikatuna
"John Geesnell, II",L,Yap,Mayor,VII - Central Visayas,Bohol, Tagbilaran
Jose Antonio,S,Veloso,Vice Mayor,VII - Central Visayas,Bohol, Tagbilaran
Restituto ,B,Auxtero,Mayor,VII - Central Visayas,Bohol,Talibon
Epifanio,F,Quimson,Vice Mayor,VII - Central Visayas,Bohol,Talibon
Judith,R,Cajes,Mayor,VII - Central Visayas,Bohol,Trinidad
Francisco,U,Gonzales,Vice Mayor,VII - Central Visayas,Bohol,Trinidad
Marlon,R,Amila,Mayor,VII - Central Visayas,Bohol,Tubigon
Virgilio,C,Fortich,Vice Mayor,VII - Central Visayas,Bohol,Tubigon
Galicano,E,Atup,Mayor,VII - Central Visayas,Bohol,Ubay
Nelson,L,Uy,Vice Mayor,VII - Central Visayas,Bohol,Ubay
Maria Katrina,L,Lim,Mayor,VII - Central Visayas,Bohol,Valencia
Jorge,M,Buslon,Vice Mayor,VII - Central Visayas,Bohol,Valencia
"Hilario, III",P,Davide ,Governor,VII - Central Visayas,Cebu,
Agnes,A,Magpale,Vice Governor,VII - Central Visayas,Cebu,
Fredo,C,Cañete,Mayor,VII - Central Visayas,Cebu,Alcantara
Beatriz,Y,Caburnay,Vice Mayor,VII - Central Visayas,Cebu,Alcantara
Nicomedes,A,Delos Santos,Mayor ,VII - Central Visayas,Cebu,Alcoy
Michael Angello,D,Sestosa,Vice Mayor,VII - Central Visayas,Cebu,Alcoy
Verna,V,Magallon,Mayor,VII - Central Visayas,Cebu,Alegria
"Marcial, Jr.",Y,Rodriguez,Vice Mayor,VII - Central Visayas,Cebu,Alegria
Cynthia,G,Moreno,Mayor,VII - Central Visayas,Cebu,Aloguinsan
Augustus Caesar,L,Moreno,Vice Mayor,VII - Central Visayas,Cebu,Aloguinsan
Edsel,A,Galeos,Mayor,VII - Central Visayas,Cebu,Argao
Stanley,S,Caminero,Vice Mayor,VII - Central Visayas,Cebu,Argao
Alan,L,Adlawan,Mayor,VII - Central Visayas,Cebu,Asturias
Joel,D,Dumdum,Vice Mayor,VII - Central Visayas,Cebu,Asturias
Robburt,D,Librando,Mayor,VII - Central Visayas,Cebu,Badian
Jerome Christian,V,Librando,Vice Mayor,VII - Central Visayas,Cebu,Badian
Ace Stefan,V,Binghay,Mayor,VII - Central Visayas,Cebu,Balamban
Rosario,V,Binghay,Vice Mayor,VII - Central Visayas,Cebu,Balamban
Ian Christopher,G,Escario,Mayor,VII - Central Visayas,Cebu,Bantayan
Chad Kenneth,E,Cañares,Vice Mayor,VII - Central Visayas,Cebu,Bantayan
Teresito,P,Mariñas,Mayor,VII - Central Visayas,Cebu,Barili
Jose Antonio,A,Nemeño,Vice Mayor,VII - Central Visayas,Cebu,Barili
"Celestino, Jr.",E,Martinez,Mayor,VII - Central Visayas,Cebu,Bogo
Santiago,A,Sevilla,Vice Mayor ,VII - Central Visayas,Cebu,Bogo
Merlou,D,Derama,Mayor,VII - Central Visayas,Cebu,Boljoon
Alfredo,R,Awe,Vice Mayor,VII - Central Visayas,Cebu,Boljoon
Bernard,A,Sepulveda,Mayor,VII - Central Visayas,Cebu,Borbon
Noel,T,Dotillos,Vice Mayor,VII - Central Visayas,Cebu,Borbon
Nicepuro,L,Apura,Mayor,VII - Central Visayas,Cebu,Carcar
Mario Patricio,P,Barcernas,Vice Mayor,VII - Central Visayas,Cebu,Carcar
Martin Gerard,T,Villamor,Mayor,VII - Central Visayas,Cebu,Carmen
Al Silvestre,B,Damiles,Vice Mayor,VII - Central Visayas,Cebu,Carmen
Dan ,M,Jusay,Mayor,VII - Central Visayas,Cebu,Catmon
Iris,I,Baylon-Gestopa,Vice Mayor,VII - Central Visayas,Cebu,Catmon
Michael,L,Rama,Mayor,VII - Central Visayas,Cebu,Cebu
Edgardo,C,Labella,Vice Mayor,VII - Central Visayas,Cebu,Cebu
Joel,P,Quiño,Mayor,VII - Central Visayas,Cebu,Compostela
Josephine,T,Abing,Vice Mayor ,VII - Central Visayas,Cebu,Compostela
Teresita,P,Alegado,Mayor,VII - Central Visayas,Cebu,Consolacion
Aurelio,A,Damole,Vice Mayor,VII - Central Visayas,Cebu,Consolacion
Adelino,B,Sitoy,Mayor,VII - Central Visayas,Cebu,Cordova
Mary Therese,S,Cho,Vice Mayor,VII - Central Visayas,Cebu,Cordova
Augusto   ,D,Corro,Mayor,VII - Central Visayas,Cebu,Daanbantayan
"Giilbert, Jr.",M,Arrabis,Vice Mayor,VII - Central Visayas,Cebu,Daanbantayan
Ronald Allan,G,Cesante,Mayor,VII - Central Visayas,Cebu,Dalaguete
Jeffrey,B,Belciña,Vice Mayor,VII - Central Visayas,Cebu,Dalaguete
"Ramon, III",D,Durano,Mayor,VII - Central Visayas,Cebu,Danao
"Ramon, IV",H,Durano,Vice Mayor,VII - Central Visayas,Cebu,Danao
Nelson Gamaliel,F,Garcia,Mayor ,VII - Central Visayas,Cebu,Dumanjug
Efren Guntrano,Z,Gica,Vice Mayor,VII - Central Visayas,Cebu,Dumanjug
Dean Michael,P,Singco,Mayor ,VII - Central Visayas,Cebu,Ginatilan
Jose Ramon,O,Gornez,Vice Mayor,VII - Central Visayas,Cebu,Ginatilan
Paz,C,Radaza,Mayor,VII - Central Visayas,Cebu,Lapu-lapu City
Marcial ,A,Ycong,Vice Mayor,VII - Central Visayas,Cebu,Lapu-lapu City
Vincent Franco,D,Frasco,Mayor,VII - Central Visayas,Cebu,Liloan
Lucelito,B,Pilapil,Vice Mayor,VII - Central Visayas,Cebu,Liloan
Salvador,S,Dela Fuente,Mayor,VII - Central Visayas,Cebu,Madridejos
Florete,P,Batayola,Vice Mayor,VII - Central Visayas,Cebu,Madridejos
Lito Narciso,E,Creus,Mayor,VII - Central Visayas,Cebu,Malabuyoc
"Lito Narciso, Jr.",L,Creus,Vice Mayor,VII - Central Visayas,Cebu,Malabuyoc
Jonas,C,Cortes,Mayor,VII - Central Visayas,Cebu,Mandaue
Glenn,O,Bercede,Vice Mayor,VII - Central Visayas,Cebu,Mandaue
Ricardo,R,Ramirez,Mayor,VII - Central Visayas,Cebu,Madellin
Juan Alfonso,L,Lim,Vice Mayor,VII - Central Visayas,Cebu,Madellin
Elanito,A,Peña,Mayor,VII - Central Visayas,Cebu,Minglanilla
Robert John,R,Selma,Vice Mayor,VII - Central Visayas,Cebu,Minglanilla
Inocentes,G,Cabaron,Mayor,VII - Central Visayas,Cebu,Moalboal
Nelson,V,Abenido,Vice Mayor,VII - Central Visayas,Cebu,Moalboal
Valdemar,M,Chiong,Mayor,VII - Central Visayas,Cebu,Naga
Delfin,R,Señor,Vice Mayor,VII - Central Visayas,Cebu,Naga
Ronald,L,Guaren,Mayor,VII - Central Visayas,Cebu,Oslob
Leonardo,S,Rendon,Vice Mayor ,VII - Central Visayas,Cebu,Oslob
"Jesus, Jr.",A,Fernandez,Mayor ,VII - Central Visayas,Cebu,Pilar
Eli ,B,Borinaga,Vice Mayor,VII - Central Visayas,Cebu,Pilar
Glenn,F,Baricuatro,Mayor,VII - Central Visayas,Cebu,Pinamungajan
Maria Honeylette,P,Yapha,Vice Mayor,VII - Central Visayas,Cebu,Pinamungajan
"Luciano, Jr.",D,Rama,Mayor,VII - Central Visayas,Cebu,Poro
Edgar,G,Rama,Vice Mayor,VII - Central Visayas,Cebu,Poro
"Mario, III",Y,Blanco,Mayor,VII - Central Visayas,Cebu,Ronda
Jonnah John,B,Ungab,Vice Mayor,VII - Central Visayas,Cebu,Ronda
Raymond Joseph,D,Calderon,Mayor,VII - Central Visayas,Cebu,Samboan
"Emerito, Jr.",D,Calderon,Vice Mayor,VII - Central Visayas,Cebu,Samboan
Antonio,L,Canoy,Mayor,VII - Central Visayas,Cebu,San Fernando
Miguel Antonio,N,Canoy,Vice Mayor ,VII - Central Visayas,Cebu,San Fernando
Aly,A,Arquillano,Mayor,VII - Central Visayas,Cebu,San Francisco
Allan,A,Arquillano,Vice Mayor,VII - Central Visayas,Cebu,San Francisco
Mariano  ,R,Martinez, Mayor,VII - Central Visayas,Cebu,San Remigio
Alfonso,C,Pestolante,Vice Mayor,VII - Central Visayas,Cebu,San Remigio
Jose,B,Esgana,Mayor,VII - Central Visayas,Cebu,Santa Fe
Celso ,A,Espinosa,Vice Mayor,VII - Central Visayas,Cebu,Santa Fe
Marilyn,S,Wenceslao,Mayor ,VII - Central Visayas,Cebu,Santander
Wilson,S,Wenceslao,Vice Mayor,VII - Central Visayas,Cebu,Santander
Lionel,E,Bacaltos,Mayor,VII - Central Visayas,Cebu,Sibonga
Cirilio,P,Apuda,Vice Mayor,VII - Central Visayas,Cebu,Sibonga
Lissa Marie,D,Streegan,Mayor,VII - Central Visayas,Cebu,Sogod
Richard,B,Streegan,Vice Mayor,VII - Central Visayas,Cebu,Sogod
Zigfred,P,Duterte,Mayor ,VII - Central Visayas,Cebu,Tabogon
Leonardo,B,Apron,Vice Mayor ,VII - Central Visayas,Cebu,Tabogon
Rex Casiano,T,Gerona ,Mayor,VII - Central Visayas,Cebu,Tabuelan
Raul,T,Gerona ,Vice Mayor,VII - Central Visayas,Cebu,Tabuelan
Johnny,V,De Los Reyes,Mayor ,VII - Central Visayas,Cebu,Talisay
Romeo,C,Villarante,Vice Mayor,VII - Central Visayas,Cebu,Talisay
John Henry,R,Osmeña,Mayor,VII - Central Visayas,Cebu,Toledo
"Antonio, Jr.",P,Yapha,Vice Mayor,VII - Central Visayas,Cebu,Toledo
Democrito,M,Diamante,Mayor,VII - Central Visayas,Cebu,Tuburan
Danilo,M,Diamante,Vice Mayor,VII - Central Visayas,Cebu,Tuburan
Erwin,P,Yu,Mayor ,VII - Central Visayas,Cebu,Tudela
Greman,B,Solante,Vice Mayor,VII - Central Visayas,Cebu,Tudela
Roel,R,Degamo,Governor,VII - Central Visayas,Negros Oriental,
Edward Mark,L,Macias,Vice Governor,VII - Central Visayas,Negros Oriental,
Bentham,P,Dela Cruz,Mayor ,VII - Central Visayas,Negros Oriental,Amlan
Gino,P,Dela Cruz,Vice Mayor,VII - Central Visayas,Negros Oriental,Amlan
Edsel,G,Enardecido,Mayor ,VII - Central Visayas,Negros Oriental,Ayungon
Erwin,F,Agustino,Vice Mayor,VII - Central Visayas,Negros Oriental,Ayungon
Lenin,P,Alviola,Mayor,VII - Central Visayas,Negros Oriental,Bacong
Alexander,T,Tuballa,Vice Mayor,VII - Central Visayas,Negros Oriental,Bacong
Mercedes,T,Goñi,Mayor ,VII - Central Visayas,Negros Oriental,Bais
Miguel,C,Real,Vice Mayor,VII - Central Visayas,Negros Oriental,Bais
Beda,L,Cañamaque,Mayor,VII - Central Visayas,Negros Oriental,Basay
Catherine,E,Serion,Vice Mayor ,VII - Central Visayas,Negros Oriental,Basay
"German, Jr.",P,Saraña,Mayor,VII - Central Visayas,Negros Oriental,Bayawan
Ismael,P,Martinez,Vice Mayor,VII - Central Visayas,Negros Oriental,Bayawan
Velente,D, Yap,Mayor ,VII - Central Visayas,Negros Oriental,Bindoy
Jose,A,Dy,Vice Mayor,VII - Central Visayas,Negros Oriental,Bindoy
Jimmy Jayme,L,Clerigo,Mayor ,VII - Central Visayas,Negros Oriental,Canlaon
Jose Chubasco,B,Cardenas,Vice Mayor,VII - Central Visayas,Negros Oriental,Canlaon
Neil ,B,Credo,Mayor,VII - Central Visayas,Negros Oriental,Dauin
Jeffrey,T,Araula,Vice Mayor,VII - Central Visayas,Negros Oriental,Dauin
Manuel   ,T,Sagarbarria,Mayor ,VII - Central Visayas,Negros Oriental,Dumaguete
"Woodrow, Sr.",S,Maquiling,Vice Mayor ,VII - Central Visayas,Negros Oriental,Dumaguete
Carlo Jorge Joan,L,Reyes ,Mayor ,VII - Central Visayas,Negros Oriental,Guihulngan
Ernesto,A,Reyes ,Vice Mayor,VII - Central Visayas,Negros Oriental,Guihulngan
Hazel,T,Billones,Mayor,VII - Central Visayas,Negros Oriental,Jimalalud
Reynaldo ,V,Tuanda,Vice Mayor,VII - Central Visayas,Negros Oriental,Jimalalud
Lawrence,D,Limkaichong,Mayor,VII - Central Visayas,Negros Oriental,La Libertad
Emmanuel,L,Iway,Vice Mayor,VII - Central Visayas,Negros Oriental,La Libertad
Ernie,T,Uy,Mayor,VII - Central Visayas,Negros Oriental,Mabinay
Enozario,T,Baldoza,Vice Mayor,VII - Central Visayas,Negros Oriental,Mabinay
Felix ,A,Sy,Mayor ,VII - Central Visayas,Negros Oriental,Manjuyod
Jo Anthony,Z,Abuso,Vice Mayor,VII - Central Visayas,Negros Oriental,Manjuyod
Apollo,P,Arnaiz,Mayor,VII - Central Visayas,Negros Oriental,Pamplona
Edgardo,R,Retes,Vice Mayor,VII - Central Visayas,Negros Oriental,Pamplona
Carmelo Emmanuel,M,Remollo,Mayor,VII - Central Visayas,Negros Oriental,San Jose
Nelson,S,Ruiz,Vice Mayor,VII - Central Visayas,Negros Oriental,San Jose
Alberto,G,Ator,Mayor,VII - Central Visayas,Negros Oriental,Siaton
Teodorico,L,Yap,Vice Mayor,VII - Central Visayas,Negros Oriental,Siaton
Emmanuel,N,Diputado,Mayor,VII - Central Visayas,Negros Oriental,Sibulan
Jose,A,Abiera,Vice Mayor ,VII - Central Visayas,Negros Oriental,Sibulan
Nathaniel,M,Electona,Mayor,VII - Central Visayas,Negros Oriental,Sta. Catalina
Ruben,P,Melodia,Vice Mayor,VII - Central Visayas,Negros Oriental,Sta. Catalina
Lawrence,S,Tevez,Mayor,VII - Central Visayas,Negros Oriental,Tanjay
Jose,T,Orlino,Vice Mayor,VII - Central Visayas,Negros Oriental,Tanjay
"Susano, Jr.",L,Ruperto,Mayor,VII - Central Visayas,Negros Oriental,Tayasan
Julius,F,Bromo,Vice Mayor,VII - Central Visayas,Negros Oriental,Tayasan
Edgar,T,Teves,Mayor ,VII - Central Visayas,Negros Oriental,Valencia
Marciano,P,Maravillas,Vice Mayor,VII - Central Visayas,Negros Oriental,Valencia
Joniper,T,Villegas,Mayor,VII - Central Visayas,Negros Oriental,Vallehermoso
Marianne,S,Gustillo,Vice Mayor,VII - Central Visayas,Negros Oriental,Vallehermoso
Kit Marc,B,Adanza,Mayor,VII - Central Visayas,Negros Oriental,Zamboanguita
Glenson,E,Alanano,Vice Mayor,VII - Central Visayas,Negros Oriental,Zamboanguita
Zaldy,S,Villa,Governor,VII - Central Visayas,Siquijor,
Fernando,V,Avanzado,Vice Governor,VII - Central Visayas,Siquijor,
Gerold,V,Pal-ing,Mayor ,VII - Central Visayas,Siquijor,Enrique Villanueva
Leonardo,P,Paculba,Vice Mayor,VII - Central Visayas,Siquijor,Enrique Villanueva
Dean  ,S,Villa,Mayor,VII - Central Visayas,Siquijor,Larena
Gold,L,Calibo,Vice Mayor,VII - Central Visayas,Siquijor,Larena
Orpheus,A,Fua,Mayor,VII - Central Visayas,Siquijor,Lazi
James,D,Monte,Vice Mayor,VII - Central Visayas,Siquijor,Lazi
Meynard,R,Asok,Mayor,VII - Central Visayas,Siquijor,Maria
Orlando,D,Fernando,Vice Mayor,VII - Central Visayas,Siquijor,Maria
"Wilfredo, Jr.",Q,Capundag,Mayor ,VII - Central Visayas,Siquijor,San Juan
Lillian Fe,J,Sumalpong,Vice Mayor,VII - Central Visayas,Siquijor,San Juan
Mei Ling,M,Quezon,Mayor,VII - Central Visayas,Siquijor,Siquijor
Richard,C,Quezon,Vice Mayor ,VII - Central Visayas,Siquijor,Siquijor
"Gerardo, Jr.",J,Espina,Governor,VIII - Eastern Visayas,Biliran,
"Eriberto, Jr.",D,Tubis,Vice Governor,VIII - Eastern Visayas,Biliran,
Dominador,O,Agajan,Mayor ,VIII - Eastern Visayas,Biliran,Amleria
Henry,O,Quijano,Vice Mayor,VIII - Eastern Visayas,Biliran,Amleria
Grace,J,Casil,Mayor,VIII - Eastern Visayas,Biliran,Biliran
Angel  ,P,Bacatano,Vice Mayor,VIII - Eastern Visayas,Biliran,Biliran
Gemma ,G,Adobo,Mayor,VIII - Eastern Visayas,Biliran,Cabucgayan
Irvin,B,Cordeta,Vice Mayor,VIII - Eastern Visayas,Biliran,Cabucgayan
Eulalio,G,Maderazo,Mayor,VIII - Eastern Visayas,Biliran,Caibiran
Naricres,C,Go,Vice Mayor,VIII - Eastern Visayas,Biliran,Caibiran
"Lorenzo, Jr.",A,Reveldez,Mayor,VIII - Eastern Visayas,Biliran,Culaba
Leslie Ann,G,Uyvico-Jayme,Vice Mayor,VIII - Eastern Visayas,Biliran,Culaba
"Rodolfo, Sr.",J,Espina,Mayor,VIII - Eastern Visayas,Biliran,Kawayan
Rizalinda,L,Ampong,Vice Mayor,VIII - Eastern Visayas,Biliran,Kawayan
Uldarico,P,Macorol,Mayor,VIII - Eastern Visayas,Biliran,Maripipi
Getulio,A,Casio,Vice Mayor,VIII - Eastern Visayas,Biliran,Maripipi
Susan ,V,Parilla,Mayor,VIII - Eastern Visayas,Biliran,Naval
Redentor ,C,Villordon,Vice Mayor,VIII - Eastern Visayas,Biliran,Naval
"Conrado, Jr.",B,Nicart,Governor,VIII - Eastern Visayas,Eastern Samar ,
Marcelo Ferdinand,A,Picardal,Vice Governor,VIII - Eastern Visayas,Eastern Samar ,
Rolando,B,Evardone,Mayor,VIII - Eastern Visayas,Eastern Samar ,Arteche
Linda,C,Mejica,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Arteche
Viscuso,S,De Lira,Mayor,VIII - Eastern Visayas,Eastern Samar ,Balangiga
